source_sentence,target_sentence
"Mèn đét ơi, cái cây chẽn hết trơn ráo trọi lối đi, dọn dẹp lẹ tay đi nghe hôn khứa nhỏ.","Trời đất ơi, cái cây chặn hết cả toàn bộ lối đi, dọn dẹp nhanh tay đi nghe chưa cậu bé."
Bả hổng có việc gì làm nên toàn kiếm chuyện thiên hạ để nói.,Bà ấy không bận việc gì nên thường bàn tán chuyện người khác.
"Mấy tháng nay, hắn ăn dầm ở nhà thằng bạn hoài, hổng chịu về nhà.","Mấy tháng nay, hắn ăn ở lỳ mãi ở nhà cậu bạn, không chịu về nhà."
Tụi bây thấy món đó hôn? Tao ngó thấy từ nãy giờ rồi.,Các bạn có thấy chiêu đó không? Tôi đã thấy từ lúc nãy rồi.
"Tại cái tiệm chạp phô ở cuối xóm, dân chúng tụ họp lại đông nghẹt để nhậu nhẹt mậy ơi.","Tại cái tiệm tạp hóa ở cuối xóm, người dân tụ họp lại đông nghịt để ăn nhậu bạn ơi."
Khứa nhóc đó coi vậy mà khó chịu lắm,Thằng ranh con đó trông vậy mà khó chịu lắm
"Biết vậy tui đã lo liệu từ lâu rồi, tại hổng chịu nói.","Biết vậy tôi đã lo liệu từ lâu rồi, tại không chịu nói."
"Nó bỏ học cả tuần nay rồi, bởi đó, nó ngại đến trường dòm cái mặt rầu áy dữ thần mậy.","Nó bỏ học cả tuần nay rồi, vì vậy, nó ngại đến trường nhìn khuôn mặt rầu buồn bã kinh khủng bạn."
Thằng đó là tướng béo bự.,Thằng đó là béo bự.
"Lấy bề sộng con dao dần thịt đi nghen, đừng lấy lưỡi, hư thịt đó.","Dùng sống dao dần thịt đi nhé, đừng dùng lưỡi, hư thịt đấy."
"Đừng có qua mặt người cao tay ấn như tao, lo khai sạch bách hết trơn đi nghe hôn khứa nhỏ.","Đừng có lừa dối người sành sỏi hơn như tôi, lo khai ra hết toàn bộ đi nghe chưa cậu bé."
"Chở đường dài thì niền cẩn thận chút, đừng có ẩu.",Nếu chở đi xa thì phải cố định thật cẩn thận.
Con gái mà sống kiểu đó coi sao được.,Cách cư xử trong các mối quan hệ của cô ấy không phù hợp.
Ở nhà thương này có cháo thí cũng đỡ cho nhiều người nghèo khó,Ở bệnh viện này có cháo từ thiện cũng đỡ cho nhiều gia đình nghèo khó
"Mèn đét ơi, nó học trung học đệ nhất cấp ráo trọi, thiệt là thông minh dữ thần.","Trời đất ơi, nó trình độ học vấn hết cấp 2 toàn bộ, thật là thông minh kinh khủng."
"Sao cứ đi chơi hoài, hổng lo làm?","Sao cứ đi chơi mãi, không lo làm?"
"Cây nầy cao thiệt, nhìn muốn té luôn.","Cây này cao thật, nhìn muốn ngã luôn."
"Giao chuyện cho nó phải nhắc hoài, tại nó đãng trí mà.",Mỗi khi giao việc cho cậu ấy đều phải nhắc nhiều lần vì cậu ấy rất hay quên.
Tụi bây thấy quá sá trời không? Tao thấy từ hồi nãy rồi.,"Các bạn thấy giống ""quá sá mấu"" không? Tớ thấy từ nãy rồi."
Ngồi xích đốc hút thuốc nhìn thảnh thơi.,Ngồi vắt chéo chân hút thuốc trông thảnh thơi.
Cái xe cháy rụm chỉ còn lại một đống sắt vụn,Chiếc xe bị thiêu cháy trơ trụi chỉ còn lại bộ khung sắt vụn
"Cái thằng xài phí thiệt, mua đồ mắc quá.","Cậu đó tiêu hoang thật, mua đồ đắt quá."
"Tôi với nó là anh em chú bác, tôi gọi cha nó bằng chú","Tôi với nó là anh em con của hai anh em trai, tôi gọi cha nó bằng chú"
Lấy cái rây lược giùm tui bình trà này coi con.,Lấy cái rây lọc giùm tôi bình trà này xem nào con.
"Nói chuyện trật bản lề vầy làm tui mệt muốn xỉu, thôi đi.","Nói chuyện sai be bét thế này làm tôi mệt muốn xỉu, thôi đi."
"Đừng bẹt chân rộng quá, đứng tấn coi bộ hổng chắc đâu.",Không nên dang chân quá rộng vì tư thế sẽ thiếu vững vàng.
Tấm ván này dính mưa nên cong phồng lên rồi.,Tấm ván này bị ngấm nước mưa nên đã phồng lên.
"Quán cơm thố này đông khách dữ lắm, ngon có tiếng luôn.",Quán cơm niêu này nổi tiếng vì chất lượng rất ngon.
"Mèn đét ơi, chạy xe kiểu ba chớp ba nháng rồi cạ vào người ta ngoài lộ, ăn rầy ráng chịu.","Trời đất ơi, lái xe kiểu chớp nhoáng rồi đụng trúng người ta ngoài đường, bị mắng ráng chịu."
"Mèn đét ơi, nứt mắt ra đi học rồi mà đụng xíu là núng níu với má nó, ngùng ngằng thấy ghét.","Trời đất ơi, mới nứt mắt ra đi học rồi mà đụng một tí là nũng nịu với mẹ nó, vùng vằng thấy ghét."
"Mèn đét ơi, đi đứng sao mà lỡ buổi rồi, cho tui ăn ké bữa cơm nhà nghe chị hai.","Trời đất ơi, đi đứng thế nào mà lỡ bữa rồi, cho tôi ăn chực nhờ bữa cơm nhà nhé chị hai."
"Mới thanh niên mà cười khà khà già dặn quá, thấy ghét.","Mới chỉ là thanh niên trai tráng mà đã bày đặt cười khà khà ra vẻ ông cụ non, nghe phát ghét."
"Mày đừng có chọc nó, nó quýnh lên nó cà lăm dữ nữa","Đừng trêu nó, nó cuống lên là nói lắp nhiều hơn đấy"
"Tao học được cái vén khéo này từ hồi nhỏ, giờ vẫn nhớ.","Tớ học được cái gọn gàng này từ hồi nhỏ, giờ vẫn nhớ."
"Tay đó hết hơi rồi, gọi vô đội tuyển làm chi cho phí.","Cầu thủ đó đã qua thời kỳ đỉnh cao phong độ rồi, gọi lên đội tuyển làm gì nữa."
Con quành quạch này nó hót nghe vui tai quá chừng luôn ông ơi.,Con chim chào mào nâu này nó hót nghe vui tai quá chừng luôn anh ơi.
Đói bụng bữa đực bữa cái nên nhìn ốm nhom thấy mồ.,Ăn uống thiếu thốn khiến cơ thể gầy gò và tiều tụy.
Thằng nhỏ làm eo đòi mua đồ chơi mới chịu ăn cơm.,Đứa bé làm mình làm mẩy đòi mua đồ chơi mới chịu ăn cơm.
Ba cái lọ chảo này dính vô đồ là tiêu,Mấy cái nhọ nồi này dính vào quần áo là hỏng
"Đi mươi bước sau nhìn nó thấy dạn dĩnh hơn nhiều, hổng còn sợ nữa.","Đi mươi bước sau nhìn nó thấy dạn dĩ hơn nhiều, không còn sợ nữa."
"Nó hiểu ý ngay khi tui vừa xoay xở xong, khỏi cần nói nhiều.","Nó hiểu ngay khi tôi vừa xử lý xong, không cần phải nói thêm lời nào."
Đi hớt tóc đi. Con để cái đầu Hoà Hảo mà coi không có được rồi đó.,Đi cắt tóc đi. Con để tóc tai bù xù luộm thuộm nhìn khó coi lắm.
"Làm ăn với cái thứ đó chán chết, thà dẹp tiệm cho rồi.","Làm ăn với nó chán nản quá, thà bỏ mặc còn hơn."
"Làm việc quần quật suốt ngày, sao có thời giờ mà đi chơi hả anh?","Làm việc quần quật suốt ngày, sao có thời gian đi chơi hả anh?"
Mắc gì mày vô đây khích báng cho người ta xích mích nhau vậy?,Việc gì cậu vào đây khích bác cho người ta xích mích nhau thế?
"Tiên sư nó, đứa nào dám nói nữa là tui hổng nhịn đâu.","Tiên sư nó, đứa nào dám nói nữa là tôi không nhịn đâu."
Thoắt cái mà đã mười mấy năm trôi qua rồi.,Thoắt cái mà cũng đã mười mấy năm.
Hỡi ôi! Vì đâu mà con tôi ra nông nỗi này?,Trời ơi! Vì đâu mà con tôi ra nông nỗi này?
Trưa nắng mà nằm võng đọc sách là sướng nhất trần đời luôn.,Trưa nắng mà nằm võng đọc sách thì thật là tuyệt vời nhất đời.
Dè đâu bữa nay lóc.,Ngờ đâu hôm nay móm.
"Dòm nó chống tay lên càm, mặt mày căng như dây đàn.","Nhìn anh ấy chống cằm, vẻ mặt đầy căng thẳng và suy tư."
"Mới bị chọc xíu là con đó đã xàu rồi, nhạy quá.","Vừa bị trêu tí là cô ấy đã héo teo; mặt buồn bã rồi, nhạy cảm quá."
"Ông ta có cái tánh mỗi lần vào cửa quan hay cà khom vầy, tui thấy hổng thích chút nào.","Ông ấy có tính hay cúi mình khúm núm khi vào gặp cấp trên thế này, tôi thấy không thích chút nào."
"Ngừng ngay trò nhai kẹo nhí nhách đi, làm người khác hông làm việc được kìa.","Ngừng ngay trò nhai kẹo liên tục đi, làm người khác không làm việc được kìa."
"Mày làm kiểu đó là hổng ổn đâu, coi chừng tao nhắc à.","Cách làm như vậy là không được, cần nghiêm túc hơn."
"Ban đêm, có nhiều xe chạy không chú ý, cắm đầu vô con lươn, chết hoài chớ gì",Ban đêm có nhiều xe chạy thiếu quan sát đâm thẳng vào dải phân cách cứng giữa đường
Làm vậy là quá cha người ta rồi.,Làm thế là hơn hẳn (quá đáng) người khác rồi.
Bọn buôn lậu hàng qua biên giới... đã bị công an Châu Đốc hốt ổ,Băng nhóm buôn lậu qua biên giới... đã bị công an Châu Đốc tóm gọn cả ổ
Buồn không khi anh chị ở cái chỗ hẻo lánh vắng vẻ này?,"Sống nơi hẻo lánh quạnh quẽ thế này, anh chị có thấy buồn không?"
Người ta nói xạo mà mình tin thì quá khờ.,Người ta nói dối mà mình tin thì quá khờ.
"Ổng khoái thuốc lá lắm, ngày nào cũng làm mấy điếu.","Ông ấy nghiện thuốc lá lắm, ngày nào cũng hút mấy điếu."
Cái hẻm này nhà cửa chen chúc dữ thần luôn.,Nhà ở trong hẻm này được xây dựng rất dày đặc.
Mày đừng có ngồi đó mà khích báng anh em tao.,Mày đừng có ngồi đó mà khích bác anh em tao.
Hơi đâu mà phí lời với thằng ba khùng đó cho mệt xác.,Hơi đâu mà phí lời với gã dở hơi đó cho mệt thân.
"Dì Hai giải thích cho tụi nhỏ nghe về thong dong, tụi nhỏ gật gù.","Dì Hai giải thích cho bọn nhỏ nghe về thong thả nhàn nhã, bọn nhỏ gật gù."
Nuôi heo thịt thì mau xuất chuồng chớ heo giống cực dữ thần.,Nuôi lợn thịt thì nhanh xuất chuồng chứ lợn giống cực kinh khủng.
"Mấy con này ăn cỏ ngon lành, hổng có chê đâu.",Các con vật này khá thích ăn cỏ và thường tìm cỏ làm thức ăn.
Tui đâu có kịp đưa vợ thằng Sáu qua nhà bảo sanh,Tôi đâu có kịp đưa vợ thằng Sáu qua nhà hộ sinh
"Cái tên xấu háy của nó là Đẹt, nghe mà mắc cười dễ sợ luôn.","Cái tên tục của nó là Đẹt, nghe mà buồn cười kinh khủng luôn."
"Thấy thằng bé đòi bốc bánh, bả nhẹ cô liền đặng nhắc nhở.","Thấy đứa bé đòi bốc bánh, bà ấy huých đụng nhẹ liền để nhắc nhở."
"Mấy thằng gian thương, chợ trời chúng cứng mánh lắm, anh cẩn thận coi chừng bị gạt","Đám tiểu thương ngoài chợ trời mánh lới lừa lọc của chúng sành sỏi lắm, anh cẩn thận kẻo bị lừa đảo"
Mấy con gà ri này nên thuốc.,Mấy con gà giống nhỏ này bổ dưỡng.
"Vô tới kho đồ cũ, mùi mốc bay lên ngột ngạt dữ thần.","Khi bước vào kho đồ cũ, mùi ẩm mốc khiến không khí rất ngột ngạt."
"Mèn đét ơi, cây bão qua làm mấy cành cây gãy lặc lìa lặc lọi ráo trọi ngoài lộ luôn kìa.","Trời đất ơi, cơn bão qua làm mấy cành cây gãy lủng la lủng lẳng toàn bộ ngoài đường luôn kìa."
"Trời kéo mưa một cái, người ta tép chà bông vô nhà liền hà.","Khi trời sắp mưa, mọi người nhanh chóng vào nhà ngay."
Thằng nhỏ bày đồ chơi vãi chài ra sàn nhà nhìn bừa bộn quá.,Đứa bé bày đồ chơi vung vít ra sàn nhà trông bừa bộn quá.
Nghĩ tới con vợ cũ là tôi chán ngứ,Cứ nghĩ đến vợ cũ là tôi thấy chán ngấy
"Tánh ảnh chắt chiu dữ lắm, đồ bỏ cũng ráng gom.",Anh ấy có thói quen tiết kiệm và thường nhặt những đồ còn giá trị.
"Ngồi bè he ra giữa nhà chi vậy anh Hai, ngó mắc cười quá.",Anh Hai ngồi dạng chân giữa nhà như vậy trông khá buồn cười.
"Tội cho mấy đứa nhỏ, nghỉ học rồi đi móc bọc kiếm sống.","Tội cho mấy đứa trẻ, nghỉ học rồi đi nhặt phế liệu kiếm sống."
"Dọn dẹp cái đám chà chạnh tùm lum sau nhà đi nghe hôn, vướng víu dòm trớt quớt hết sức.","Dọn dẹp cái đám gai góc chằng chịt sau nhà đi nghe chưa, vướng víu nhìn chán ngắt hết sức."
"Dao bào này bén ngót hà, gọt trái cây mau lẹ lắm.","Chiếc dao nạo này sắc bén lắm, gọt trái cây nhanh chóng lắm."
Anh mà ngồi chung với đám bợm nhậu đó là thua chắc.,Nếu uống cùng những tay nhậu lão luyện đó thì anh khó thắng nổi.
"Tui với thằng Bảy là cột chèo, mỗi dịp lễ là ngồi nhậu chung.","Tôi với thằng Bảy là anh em cọc chèo, mỗi dịp lễ là ngồi nhậu cùng."
"Tao đã thấy nó nhớm chạy rồi, mà tụi bây hổng chịu giữ lại","Tôi đã thấy nó chực bỏ chạy rồi, mà các cậu không chịu giữ lại"
"Tao kết cái áo khoác này rồi đó, giá nhiêu vậy bà chủ?","Tao thích cái áo khoác này rồi đấy, giá bao nhiêu vậy bà chủ?"
Mái nhà lúp xúp trong sương sớm.,Mái nhà lúp xúp trong sương sớm.
"Ăn mặc kiểu đó coi kỳ quá, nên chỉnh lại đi.",Cách mặc như vậy khá phản cảm và cần chỉnh lại.
Chiếc xe mới tinh còn nằm nguyên trong thùng.,Chiếc xe vẫn còn mới nguyên trong hộp.
Bị người ta lừa gạt một vố đau đớn mới té ngửa ra.,Bị người ta lừa gạt một vố đau đớn mới ngã ngửa vì bất ngờ ra.
Anh mày đây mà dám vênh mặt hả?,Anh đây mà dám vênh mặt hả?
"Tao biết vụ trừ nợ bằng đồ đạc này từ lâu, tụi bây không biết à?","Tôi biết chuyện xiết nợ bằng hiện vật này từ lâu, các cậu chưa nghe à?"
Tụi nó chụp chộ con chó trong hẻm làm ai cũng hoảng.,Bọn chúng vây bắt lung tung con chó trong ngõ làm ai cũng hoảng.
Con gái lớn rồi mà cứ nằm chài lài trước bộ ngựa,Con gái lớn rồi mà cứ nằm dài hớ hênh trên phản gỗ
"Chú Bảy hay nói tới chuyện thục sịnh hoài, tao quen tai rồi.","Chú Bảy hay nói tới chuyện quậy đục mãi, tớ quen tai rồi."
Giống heo này rặt nòi nên lớn con và nuôi mau lớn lắm.,Giống lợn này thuần chủng nên to con và nuôi nhanh lớn lắm.
"Chuyện tình cảm lận đận hả, thấy ông buồn hiu à.",Có phải chuyện yêu đương không suôn sẻ nên anh buồn vậy không.
"Hổm rày tụi nó cứ rọng hoài, có chuyện gì vậy?","Dạo này bọn chúng cứ nhốt cá dưới nước mãi, có chuyện gì vậy?"
"Làm bài xong hết rồi, cho con vui chơi thả ga đi.",Hoàn thành kỳ thi rồi thì trẻ có thể thoải mái vui đùa.
"Ba cái chuyện hổng dính dáng cũng nhào vô, làm tùm lum hết ráo.",Dù không liên quan nhưng nó vẫn can thiệp làm mọi việc trở nên lộn xộn.
